text,label
"Bobby and Eva discuss the grossness of the I'm a Celeb episode that aired the previous night, while Eva also complains about missing the show due to being in the pub. They agree that the show is good, but Bobby wishes",1
Bart will be at Matthew's place in 30 minutes. They'll drink good whisky that Meggy gave Matthew for his birthday.,0
Jacob is stuck in traffic and will be late to hear Becky sing.,0
"Amber is still struggling to get over her ex-boyfriend, Teddy, six months after their breakup. Her friends, Lora and Nicole, console her and suggest they go out for a drink to help her forget about him. A",1
Jack is asking his sister what she bought for their father and Mackenzie suggests buying him a fondue set since he loves cheese.,1
"Chris and Bernie, both married with children, go on dates with their wives as if they were single, and their wives enjoy it. Marty is surprised and thinks that having a wife means not having to go on dates anymore, but Chris and Bernie",1
"Jackie and Julie plan to meet at 5:30pm, Jackie needs a half hour to get to the station and Julie is okay with the change in time.",1
Tessy had oat for breakfast yesterday and the day before. She is not sure if she is going to gain weight. Tessy will call Chris and they will go out and eat ice cream. ,0
"Alice initially did not want a maternity photo shoot but after seeing a beautiful one, she has changed her mind and now wants one. Kate, Gina, Mary, Lisa, Emma, and Tina all agree that the photo is adorable",1
"Yigal and Nora want to stay where they are. But there's only one ferry a week, so they have to take it tomorrow, otherwise they will miss their flight to Europe.",0
John's team lost the game. Audrey comforts him.,0
"Danso advises Aslan to go to the bathroom if he is unsure whether what he is experiencing is a fart or poop, and asserts that one should never trust oneself.",1
Anthea is updating the recent program for the conference in two weeks. Jason wanted to amend a set of dates and Linda forwarded them to Anthea.,0
"John suggests he and Pauline go to visit his cousin who has just split up with his girlfriend. She agrees although she implies the cousin might not be too enthusiastic about guests. Another suggestion of John, which is going camping, is rejected by Pauline.",0
Fran bought a nice jacket. Brianna and Fran are going to have a picnic in February in the same place they went to last year. ,0
Diego thinks that Diana's doing drugs. She looked really strange yesterday.,0
Mike tells Suzie that Allan is going on a date with Mary at 8 o'clock and will probably be back then. Suzie asks about Allan because she needs his English book for homework. Mike reveals that Allan has finally decided,1
Walker was in hospital during class time.,0
"Anne and Josh are discussing Anne's upcoming exams and Josh suggests they talk on Skype. Anne explains she has exams tomorrow and after tomorrow, and Josh acknowledges she won't be studying all day. Josh then changes the subject to",1
"Steve is reporting a colleague who shared a terrible article on his wall, and Charlotte supports him.",1
"Molly arrives home and Amy is still on her way, she suggests taking Uber to avoid walking through Harlem.",1
"Ava wants to see Richard and Bella tomorrow to discuss their bad test results. Richard studied for the test together with Bella. If his results don't improve, Ava will contact his parents. ",0
"Oscar has called in sick. He hasn't done this exercise with this group before. He'll send Penny a presentation for TPM, for the other one she could use yellow tapes. Penny is going to explore the city centre now.",0
Chandler will pay for his coffee tomorrow.,0
"Andrew suggests a garage to Phil, who thanks him and calls them. Phil expresses gratitude and Andrew responds positively.",1
Kira bought a new bed this weekend at a new shop near her house. ,0
Mark will pick Lucy up in 10 minutes and they will buy a new mattress. ,0
"Holly is in a dire situation as her washing machine broke down and is flooding her neighbors, all while she has a crucial job interview. James comes to her rescue by offering to fix the washing machine or take care of it until she gets back,",1
"Connor and Sydney discuss their opinions on the ""Fantastic Beasts"" movies, with Sydney expressing her love for the latest installment and Connor encouraging her to see the next one.",1
"Aaron made Christmas shopping at the mall full of kids waiting in a long line to see Santa. Aaron has got all he needed, but Shirl hasn't got any gifts yet. ",0
"Pedro and Marie are discussing the theft of Patrick's backpack, which contained his computer and PhD thesis. They express sympathy for him and criticize his lack of foresight in not keeping a safe copy elsewhere. Marie goes on to say that she",1
Tom has Mary's keys. Mary will take Ed's keys.,0
Draco has seen his ex today and all his remaining feelings disappeared.,0
"Kas charges 12GBP per hour for an in-house lesson plus 50p per mile for travel. He has available slots for weekends, after 4pm on Thursday and all day Friday. He teaches children but mainly adults",1
"Pete suggests going for a walk, but Claire declines, stating that she needs to study.",1
"Alex found someone's notes which turned out to be an amazing guideline for the test. Kasia was relieved and grateful, and they both felt hopeful about passing the test. They discussed how the test went later on.",1
"Norman was a part of AIESEC last year and had a great time with his friends, but Kyle, who is stubborn and doesn't listen to others, destroyed their friendships.",1
"Henry is not coming today to Rebecca and Carly, he's feeling ill. He has a fever and coughs. ",0
"Anna wants to buy a watch for her partner's birthday and asked Austin for his opinion. Austin suggested that her partner should choose it himself, but Anna wants it to be a surprise. Therefore, Austin agreed to go shopping with her and first look",1
Fiona sends Anna a happy birthday message with a gif file and wishes her a jolly day.,1
Maurice agrees to come to the office at 9:45 and suggests contacting Ben to attend the customer at 9:30.,1
Jen and Angie are studying for the maths exam which is next Tuesday.,0
Ron agreed to throw away the garbage when he comes home.,1
Steven will organize a meeting for his high school friends after 15 years. They will meet in the Irish Pub. Roman and Steven were conflicted.,0
"Amelia had to cancel their meeting because her car broke down, but she is okay and will call Isla later to set another date.",1
"Peter explains that in Italy, tipping is not expected as it is already included in the bill.",1
"Jorim and Maria discuss the return of a history book, with Jorim expressing that it's okay and Maria apologizing for not returning it earlier. They plan for Maria to bring the book back to Jorim tomorrow before their",1
"Ivone used to much self-tanner and she is orange now. It doesn't come off, so she has to wait 2 weeks or so.",0
John expressed interest in the apartment and Anna arranged for him to view it at 6.30 pm that day.,1
Stu is on channel 6 now.,0
"Mike consoles Ines after she loses her wallet, assuring her that he believes she will soon find it.",1
"Ellington is discussing with his friends whether he should take protein and vitamins for his workout routine. Everard suggests that Ellington should read about it first and consult a coach, while Harper criticizes Ellington for not warming up properly.",1
"Joe, Tim and Jack are watching 'The Millionaire'.",0
Paul saw how Patrick and his team destroyed Manchester City over the weekend.,0
"Trudy is looking for a cheap dry cleaner near Hom and mentions that she has already tried washing it in the sink, but it still smells horribly. Jenny suggests Swiss Dry Cleaners, but Trudy is hesitant due to",1
Hellen uses the internet at work only to do her job so she didn't hear about Bush death. Kelly reckons she should check the front pages.,0
"Patty cannot attend the concert tonight but will be at the conference tomorrow. Pola expresses her disappointment and frustration that Patty is not coming to the concert, but Patty explains that she cannot attend. Pola then asks about Patty'",1
Julia can't come to Julie today because she's very tired after her business trip to Canada. ,0
Johny wants to go out clubbing with Luke in order to meet a female partner. Luke has plans but he advises Johny to install Tinder. Luke critisizes Johny for speaking about women without much respect.,0
"Katie does not have any plans for the weekend yet, while Lacey is busy studying.",1
Paul is looking for Granny's lost hearing aid and Betty is guiding him on where to look. Paul eventually finds it on Toby's pillow and puts it in a safe place.,1
"Rachel is scheduling a GDPR training session and sharing the options for the date and time. Joyce and David have special requests, and Rachel is accommodating them. She is also reminding the rest of the team to sign up by the end",1
Freya explains to Amanda that she doesn't wear make-up because she doesn't need it and doesn't like the idea of foundation entering her pores. She also states that she doesn't have make-up products.,1
Eva is going back home this weekend and is going to the beach with Jodie and Claudia.,0
Norma has a new Japanese tattoo. Both Marston and Royce like it.,0
Laura is coming to the June Ball. She already has 2 tickets.,0
"Sophie, Claire and Patrick will cook pizza tonight.",0
"Wanda is bored and stuck in a long line, and Zoe tries to entertain her by suggesting I Spy and offering to meet for coffee.",1
"Tabby and Michael are having relationship issues. They have different views on life. Michael claims to love Tabby, but she isn't satisfied with just that.",0
Tom informs Gina that he will arrive the next day after finishing his job and will start packing immediately upon arrival. Gina expresses her excitement to see him.,1
"Emily is struggling to learn Spanish due to a poor teacher and lack of focus, but Ryan offers to help her since he knows the language well. Ryan also mentions that he is learning French and finds it challenging to start a new language. Emily agrees",1
Samantha informs Liam that a new album by Mumford and Sons has been released.,0
"Marlene is upset because she believes Ned cheated on her with a kiss, but Ned explains that he was drunk and doesn't remember the incident, and James told him about it after Marlene found out.",1
"Leslie and Laura are planning a baby shower for Tiffy, who is due next month. They decide to have it at Laura's place and Leslie brings decorations and games from their recent shower for Julie. They discuss buying Tiff",1
"Jim is going to come to Poland on the 26th of December or later. He might have to be at work on the 27th. If he travels before Christmas or on the 24th of December, Eva can pick him up from the airport. Eva does not have to explain anything to the parents. Her translation might be needed later on.",0
"Henry shows Julius his collection of Pokemon cards and Julius is impressed, but Henry plans to sell it on ebay.",1
John'll be at the main station in 5 minutes. Lia suggests that Sam should pick John up. Sam'll collect John from the bus stop in 15 minutes.,0
Debbie will see Chris in 10 minutes.,0
"Simon is almost finished reading ""Women"" by Charles Bukowski and enjoys the author's writing style. He plans to read ""Factotum"" next and Terry borrows it from him.",1
Mary fainted in a library. A librarian called an ambulance and Steve. The paramedics suspect Mary has heart issues. Mary will have more tests next week. Gary is going to visit Mary next weekend. ,0
"Mandy and Jordan are discussing whether it is the right time to admit their son in primary school. They decide to call their friend Alex, who has experience in such matters, for advice. Jordan promises to call Alex and inform Mandy about his views",1
"Chris gives Natalie tips on packing for a cold trip, including bringing termoactive clothing and a good sleeping bag.",1
It's Teresa's first day at school tomorrow ans she's nervous about it. Mike will walk her to school. ,0
Emma and Bryce talk about Emma watching Infinity Wars with her brother and how much she enjoyed it. They also discuss how Cindy has been a spoiler by talking about the movie all day. Bryce invites Emma to hang out on,1
Monica is waiting for Lexie.,0
"Olga excitedly tells Anna that her aunt Rosie, who has been living in Austria, is coming back to visit them in a week and getting married.",1
"Bob is angry with Rose because she took his iPad without his permission and entered his room. Rose apologizes and explains that she needed to check something on her laptop, which was updating. Bob is still upset about the behavior and the disrespect, and",1
Julian says he's okay and tells Richard to fuck off.,0
"Henry wants Kyle to pass him salt, but Kyle will pass him something else instead. ",0
Jada is happy that she no longer has to wake up early starting from next week and is also looking forward to Latoya's departure. Latoya wants to leave the company soon and Jada thinks the people running the company are not nice.,1
Makayla is having a horror night with Jason tonight. They will watch 'The Shining'. ,0
Henry invited Dona to a house party with his friends for New Year's eve. Dona agreed to go.,1
"Nina needs help with maths. Her brother Rick recommended contacting Carmen. Carmen's brother is good at maths and she gives Nina his phone number. Nina should call him in the evening, after his gym activity. Carmen's exam was good, but she forgets dates. Nina offers her a book about WW II.",0
Ryan and Irma are going to the movies tonight instead of meeting Isabelle as promised. Ryan will be leaving for London soon and wants to spend time with Irma.,0
"Eli compliments Aurora's new haircut and thinks it suits her perfectly, while Aurora is unsure if it's too short.",1
"Sue invites Fran to go to the theatre tomorrow, and Fran agrees to go.",1
Lee just got a new mechanical keyboard.,0
"Piper and Natasha are catching up, with Piper expressing their busyness and Natasha responding with a smile. They then discuss scheduling a quick call.",1
"Garrett had a bad night's sleep despite having a new, expensive pillow that was supposed to be healthy and fancy. He plans to give it another try tonight.",1
Emma got tickets for a concert next month and they are in the fourth row center. Jess is excited for her and asks if the seats are good. Emma says they are amazing. Jess offers to take care of the tickets since Emma tends to lose things,1
"Thomas apologizes for not being able to meet Elisabeth half an hour later, and suggests that she starts the meeting without him. Elisabeth agrees and they say their goodbyes.",1
"Sally and Molly possibly played in the mud and got to parent's bedroom, where they made a mess. Randy will start cleaning and Natalie will join him as soon as she can, because parents might be here any minute.",0
Dorothy is sending out a hundred CVs daily without worrying about fitting the profile and hopes to get at least 10% of the companies to call her back.,1
"Lee lets Mason know about the betting site being back online right now, so he can check it now.",0
Alison and Barry ate a delicious dinner from John's mother's. They are very grateful and asked John to thank his mom.,0
"Anna and Peter are discussing an app that helps with organizing clothes. Peter finally understands how to use it correctly, and Anna is happy about it.",1
"Rowley will have a baby with a woman he met in the summer, not with Kelly.",0
Ava did a new painting with some help from her elder brother. Noah will study it when visiting Ava.,0
"Cierra picked it up from the parcel shop today. Tucker finishes in 20 minutes. He will come to Cierra in around 45 minutes. Cierra will be home, but she's leaving at 3.",0
"Kathy expressed concern about Jeff leaving earlier than usual, but Jeff explained that he had a dental appointment and was okay. Kathy relieved that Jeff was okay and Jeff appreciated her concern.",1
"Bella, Trevor, and Kevin are discussing whether to buy a gift for their language teacher who has been teaching them for free. They decide to buy her flowers or a voucher and settle on 20 euros each. They",1
"Lisa and Linda are discussing the sudden eviction notice that Linda received from her landlord, which requires her to vacate her apartment in three months. Lisa suggests that Linda post about the situation on Facebook to see if any of her friends have an available",1
Melissa and Margerie are discussing their Halloween costumes and decide to go to the mall to find inspiration.,1
Joe and Harry haven't spoken since last year. They are going to meet up at Bourbon St. on Friday and grab a burger.,0
Isho owns Trevor 35 dollars. He plans to give it back in a few days.,0
"Nicole asks Poppy if she is available to babysit Toby on Friday night from 8 PM to 11 or 12 PM, and Poppy agrees.",1
Oliver confirmed his appointment with Dr. Lee.,0
Phil sends Jason some photos of a car he intends to buy. It costs 8500 and the mileage is 29k. Jason says it's a bargain.,0
Will gived Rob the number of the car mechanic who fixed Will's father's car.,0
"Lucy has seen ""Beautiful Boy"" and she loved it. Juliana hasn't, so Lucy will go will her to the theater tomorrow. Lucy finishes work at 6 pm, Juliana at 5.30 pm. Juliana will pick Lucy up from work. ",0
Loreen apologizes for disappearing from their chat due to a thunderstorm in Mexico that disrupted the internet connection. They discuss plans for a New Year's Eve party and Loreen shares that they will be traveling to Cuba. Mel,1
"Pansy requests Mitchel's home address to book a flight, and Mitchel responds by sending it via email.",1
Mary wants to invite Peter and Matthew over. Peter can make it but Matthew can't due to the exam on Tuesday. ,0
"Omari asked Tori to share the pictures with him, also those taken at the shopping center. Ethan has some more pictures.",0
"Ewa and Jhordan enjoyed the tacos concert, while Mason felt that the singer's performance was better before and the beats weren't great.",1
Tim lost his phone. Neither Ian nor George have seen it.,0
"Ralph and Mary are having a conversation, and Mary suddenly mentions that she needs to go to the bathroom, which Ralph finds a bit too much information. Mary assures Ralph that she will be out soon and takes her time.",1
"Joyce, Andrew, Carla, Anette, and Helen are all on their way to a meeting and are updating each other on their arrival times.",1
"Kelly asks Cohen if he is okay and Cohen responds that he is good, but Kelly expresses that she is not doing well.",1
Trey did not buy the ticket but there are still some available. Hank confirms that Laura and Jack will be attending the concert.,1
"Gavin and Ezra discuss a dream Gavin had where Ezra wanted to meet for rum and coke, and make plans to catch up after Ezra returns from holidays.",1
"Sophie tells Gabi about Marcel's awkward visit to Boston where he confessed his love for her and wanted to kiss her, but Sophie hugged him instead.",1
"Frank is on the bus. Peter can meet the guys halfway, at Euston. Stacy is not coming because she has an emergency at work. ",0
Jane asked Jones to check his mail and mentioned that he had sent him a document.,1
"Boris voted for Brexit, but wouldn't vote differently now even though he thinks it's a mess now.",0
"Isabelle is upset because she thought there was no homework and bought wine, but Giselle informs her that they need to translate the first column of an article they read last time in their notebooks, not on a piece of paper, so",1
Gregory and Luke are discussing whether Gregory or Luke should bring the barbecue set and beers for their gathering. Gregory seems excited about the prospect of having beers with the barbecue.,1
Scott has just got the test results and everything is fine. Fred and Christy are relieved.,0
Benjamin wants to start a book club. Ashley wants to be the co-chair.,0
"Lila hoped that Ana would come to Poland, because they will be skiing this weekend. Ana is very busy at work at the moment. Ana will check it out at work tomorrow and maybe she will come to Poland in the spring.",0
Lucy needs a new mattress because she is not comfortable and tosses and turns all night. She suspects bedbugs in her old mattress. Mark agrees to get a new mattress for her.,1
"Harry fed the cat two sachets and advised Tom not to give him anything more as he is already too fat, but Tom can give him something in two hours.",1
"Ann is considering moving to Canada due to feeling unfulfilled in her current city. Tony and Marianne suggest Vancouver as it is a comfortable, liveable city with a mix of American and European influences. They also mention that Ann would be far from",1
Donovan doesn't like the smell of Beverly's very expensive cheese.,0
"Elsa's cat disappeared 3 days ago, so Rita helps with searching. Minny thinks she might have seen this cat in her orchard. Minny will call Elsa if she sees a tabby again.",0
James sent Josh three photos of his new kitchen.,1
"Tommy informs Paul that he has checked his train online and it is not late, and Neil expresses relief that at least the train is on time.",1
"Debby is going to a wedding with a friend next Saturday. Debby sends photos of dresses to Maggie, so Maggie can help her decide what to wear. They discuss Debby's outfit for the wedding. Maggie offers to lend Debby one of her bags.",0
"Drew convinces Meg to go to Evelyn's weekend invitation, assuring her that everyone cares and Evelyn wants her to come despite the awkwardness Meg feels.",1
" Aryana will pick up some holly from Eva. Sandra will drop Denise off at 12 tomorrow and James is happy to have her, just like the last time.",0
"Sandra Donovan, now Taylor, reconnects with Pat Simms, a former colleague from Lister's Fine Clothing, after 35 years. They discuss their lives since leaving the factory and reminisce about their time",1
Monica suggests to Nathan that he should check Wizz for cheap flights to Rome. Everything has been sold.,0
"Sophie offers Clara a jacket to wear for her interview at PwC, as Clara is unsure about her dress code and doesn't have anything formal to wear.",1
Tom and Alison haven't spoken in 2 years. Tom has just finished his MA in e-commerce for small businesses. Alison is just starting an on-line business selling the things she's knitted. Tom and Alison arrange a meeting on 12/20 to discuss helping Alison with her business.,0
"John is in a meeting and cannot talk, he is not sure when the meeting will finish and Mike needs to speak to him tonight.",1
"Shirley informs Oliver that she will be late for training due to being stuck at university, Oliver responds that they might start later anyway as others are also running late and assures Shirley not to worry, they will meet later.",1
Ron asks Ann and Sissy to lock the door to the white room only once. Ann has the key to Studio 2.,0
Dona will reschedule the meeting on Harvey's request.,0
Evelina tells Lucas that she takes Centrum vitamins and they agree to talk later.,1
"Ula invites Alan to a concert that starts at 22:00 or later, and they agree to meet at the club.",1
The group is discussing their favorite comfort foods and sharing stories about their relationships. They express gratitude for each other's support and encouragement.,1
"Lillian is struggling to find a dress for the wedding and Drake suggests going naked. Ben and Samantha relate to her struggle and Samantha finds an ""ok-ish"" dress. Lillian compliments Samantha'",1
"Emma invites Sharol to join them at the beach. Sharol asks if Wendy is okay with her joining, Emma thinks there must be a misunderstanding and suggests they meet up to sort things out. Emma's place is at 1",1
Nate and Julien are in the same location and are communicating through text messages.,1
Ares is thankful for the video.,0
Greg's sister is pregnant and her baby's name's Amber like Kevin's niece.,0
Mike's favourite Avenger is the Black Panther. Harrison's - Captain America.,0
Michaela got scammed by someone who pretended to be giving away free kids toys on Ebay. She paid for delivery and was later drained from her bank account. Michaela filed a claim with her bank and went to the police.,1
"Oscar is glad that Janet liked the Mickey Mouse tee he was wearing, but he won't wear it again because he is allergic to the fabric and it gave him an itchy rash.",1
Sammy bought to many vegetables so she will bring some for Crista's pet.,0
Fred and Rose are worried about the structural changes in their company.,0
Vicky was criticized by her mother during family dinner today even though Vicky's father supported her decisions. Vicky's brother Frank makes her feel better.,0
John can't talk at the moment as he is in a meeting. John doesn't know when the meeting is going to end. Mike needs to speak to John tonight. John will try to call Mike when he's free.,0
Terrance's still in bed. Mary woke up at 6 and is already in the office.,0
"Donna requests punctuality for an 8 am meeting, stating that if Leo is late, they will proceed without him. Leo responds that he is almost there.",1
"George and Alfie are discussing the new behemoth album, with Alfie praising it and George agreeing. They discuss their favorite tracks, with Alfie particularly enjoying ""Bartzabel"" and George enjoying ""Wolves of Siber",1
Gred sends Patrick a file with recipes that he got from the internet and chefs.,0
Matt needs to buy tickets. Chris thinks Matt should check out the website he used last year. Chris advises Matt to use a browser's private mode when he is looking for good deals.,0
"Peggy invites everyone to a national congress in Warsaw, but Tim is not interested in attending. Peggy also asks for a logistician to help with workshops on Saturday, and Raphael offers to help despite initially being hesitant",1
Matt is worried about people gossiping about him in the office. Matt sent an email to his boss and to Harris by mistake. Amy will try to stop Harris. ,0
"Charity takes many selfies but only selects a few to send to Gilberto, and there is no point in sending all of them.",1
Tina is angry with Derek because he won't do the dishes.,0
"Nancy is having trouble deciding which social media platform to choose from - Twitter, Facebook, Instagram, and Tumblr. Phil recommends against Tumblr, stating that it's essentially dead. Vic suggests that Nancy should use Instagram,",1
Ken and Ang watch old TV shows; they like some of it and dislike some old-fashioned episodes. They also do not like the current US President.,0
Martin is going to Lisbon this weekend for 4 days. He will get Alex a bottle of dry vermouth.,0
"Renee advises Gino on his outfit. Renee is worried Gino might look like a waiter. Ultimately, Gino will wear a white shirt, black trousers and brown shoes.",0
Norma has completed homework for tomorrow.,0
Bruce has a hangover after drinking with his co-workers.,0
"Ean is unable to help Brisa install Windows on her PC immediately, but offers to call his elder brother who can assist her. Brisa is fine with that and provides her address to him. Ean also asks if the brother will install drivers",1
"Abby is not okay and wants to talk to Amber and Faith, who offer to meet up with her at her place whenever she's ready.",1
Donald Trump revealed a plan to help Pakistan. This Friday he will give a speech. Ann won't be able to listen. Camilo will watch it on yt later. Ann and Camilo will meet in college tomorrow.,0
"Bob inquired about the availability of a chest of drawers, Jack confirmed it is available and is based in Kingswood, east Bristol. Jack does not deliver, so Bob is unable to purchase the chest of drawers.",1
"James warns Sarah about the negative effects of stress on memory loss before the age of 50, citing a study. Sarah acknowledges the difficulty in reducing stress but James offers to help her.",1
Ruby will be making drinks.,0
"There are 67 days left till Christmas. It's Beth's turn to invite her family over, so she has a lot of preparations to do.",0
"Brad is interested in renting a room in a two bedroom, one bath apartment located in a quiet complex. The rent is $650 a month, and Brad would pay $325 a month plus half of the bills. Andy,",1
Kelly is making Rocky Road. Crista is making a cake as well. Crista will sort out the teas and coffees.,0
"Leopold is unable to leave work early to meet Lucy, so they make plans for him to come to her apartment after finishing his work and eat at the Taj Mahal Curry House. He will bring his computer with him and work from Lucy",1
Paul turns down Jerry's offer to give him a lift tomorrow. Paul will go with his colleague instead.,0
Heidi has returned from her trip and Darrell is happy to see her. She tells him that it felt like she woke up from a coma. They discuss the long commute to work and Heidi suggests that Darrell take his car.,1
"Jason is still going to Thailand next week as planned, and Natalie asks him to buy her some spices that she cannot find locally. Jason agrees to do so, but he is not very good at remembering names, so Natalie will send him",1
"Emily and Richie discuss Richie's upcoming trip to Lofoten, Norway, which conflicts with Emily's plans for Kraków, Poland. They express disappointment but agree to find another time for their trip together.",1
Karina apologizes for not being able to meet Haydee and expresses her hope that Haydee has a great time in her hometown. Haydee asks about Karina's mother's health and Karina updates her,1
"Arlene invited Judy, Judith and Clara to her birthday party.",0
Luke and Mike are learning for the English test. Julia has sent them the copy of the material.,0
Sara is disappointed that all tickets for Ed Sheeran's concert have sold out and Janice and Rita are also upset.,1
"Keira and Tom discuss plans for a coffee and climbing wall outing the following week, with the possibility of going to Portugal in the near future. Tom mentions that he will be working remotely in Portugal and that there will be crowds due to",1
Emir requested Etna's 2017 financial statement in English.,1
Lucas likes Sophie who is Torreira's good friend.,0
Jeff is still sick after last night.,0
"Oliver is hosting a game night at his place at 9 pm. Fifa's included. George, Jack and Noah are in.",0
Rodger wants Ann to visit him in Norway but is broke and not convinced about staying at his place.,0
Jeremy cannot log into his work account. He is dreading the prospect of having to call tech support.,0
There is a new team leader replacing Clare. They find him attractive so Ellie and Henrietta are going to sign up for the gym on Saturday. Melinda will let them know tomorrow if she also decides to join.,0
Louise and Sue are arranging another driving course for Louise. Louise would like 2 half-day drives with the same tutor and prefers weekends. Sue will contact the tutor about the dates and will get back to Louise with a text and an e-mail. ,0
"Stan is on his way but is stuck in a traffic jam, while Lee is already inside.",1
Amy seems down to Brie lately. Amy's partner broke up with her recently.,0
"Hall has seen the new season of the Plebs. Peggy despises the series. Haley, Aston and Craven are more than interested in changes. Peggy spoils the plot.",0
Tom confirms that the small red leather bag found by Teresa after the party is Suzie's.,1
"Daniel provides Jan with Radek's phone number, but advises him not to call him as he is at the dentist's.",1
Helen is admiring Megan's dish.,0
"Mavis is experiencing leg pain and is unsure of the cause, but Delia suggests it could be due to a match or high heels, and Mavis decides to go to a doctor.",1
Tamara will meet with Constanza at the teen's center at 3 pm. She will try to persuade Leon to come with her.,0
"Liz is in the neighborhood and wants to visit Tim, who invites her to come by and they plan to meet in 5 minutes.",1
"Jess and Abby discuss the possibility of having a dance party for their first dance, with Jess suggesting it would be fun and Abby thinking it would be embarrassing.",1
"Tina can't join Sandy as she needs to keep writing an essay on psychology for Monday. She has to write 30 pages, but has only 5 now.  ",0
Zahra likes Hayley's dog. ,0
Mark and Cate are watching the game tonight. Sue might join Mark but Cate will stay in as she needs to be at work early in the morning.,0
Sabrina and Rose are discussing their free time and how Rose has been spending hers by watching Merlin episodes on Youtube. Sabrina approves of this and shares that she is looking forward to a busy schedule starting from 10,1
Leon finished his work earlier. He will pick up Millie from school at 4 p.m. and make chicken thighs and potatoes for dinner.,0
Henry invited Barbara to a concert on Saturday night and will pick her up.,1
Jennifer and Nancy are waiting for a meeting to start.,1
"Charlotte and Edna discuss their favorite colors and share their excitement about owning ponies. Charlotte expresses her disappointment that her parents can't afford to buy her one, while Edna offers to let her visit her pony whenever she wants.",1
"Kate is having trouble with her TV and asks Jared for help. Jared suggests turning it on, and Kate is grateful. Later, Kate mentions that if her key stops working, she will just go somewhere else. Jared finds this am",1
Kevin still has not received the PS4 Pro he ordered. Jason is disappointed that they cannot play on it yet.,0
The group is planning to go out for a beer at Morty's at 7pm. Rick is excited about the plans and mentions that he had a tough week.,1
"Nancy and Zoe are discussing the new film ""A Star is Born"" featuring Lady Gaga and Bradley Cooper. They both loved the movie, praising Gaga's acting and the music, as well as the simple yet authentic love story",1
"Harry will be in Luxembourg from 5 until 15 July. Adrian and Ian will be happy to meet. Audrey is on holiday until 12 July, she will get in touch with Harry when she's back in town. ",0
Susannah agrees to attend a gathering at Eva's house from 7 to 11 pm and assures Eva that she won't give her any headaches. Eva thanks her and informs her that the food is in the fr,1
Jenny and Beth are discussing Beth's job at a retail store where she works long hours during busy periods and has no holidays. Jenny sympathizes with Beth and suggests they meet for coffee.,1
"Sylvia is going to pick up the Gap shoes, infant 6 tomorrow a 8 pm. Alana will meet her.",0
Roberta found Makoto's dress and will send it to him on Friday.,1
"Mr. Smith requests to postpone their meeting by half an hour due to an emergency at the office, and Mr. Blackwell agrees.",1
Susan broke a tire in her car. Susan has a boyfriend called Tom. Her dad Phil advised her to ask him for a tire change.,0
"Lily instructs Marco on how to properly prepare ginger to fight off a cold, emphasizing the importance of grating and brewing it first, and drinking it every 2 hours or more often. Marco agrees to try it after the meeting.",1
"Chris and June are discussing a wild party they attended where someone cooked one of Luke's expensive sea fish, which was unique and Luke had gone far to buy it.",1
Jamal and Carrie are discussing the weather and how a storm hit them both unexpectedly last night. They share that their yards are a mess and that they lost power for a bit. They also talk about a tree that fell down in Carrie,1
Kirsten and Johnny parked at the city hall. They have a new green car.,0
"Lisa recommends a new TV series to Karl, which is similar to their previous favorite Sci-Fi series. Karl is excited to start watching it, and suggests they switch from YouTube to Netflix. Lisa reveals that the series is on HBO Go and",1
Anne will come to the part by bus and call an Uber to get her back home afterwards.,0
Vikki won a competition. There was a one-point difference between Vikki and the girl immediately behind her in the score. Vikki received vouchers and books as a prize. Vikki's waiting for her father to pick her up in McDonald's. Leonor will leave food for Vikki to microwave.,0
Will will be at the St. James's Hospital in 30 minutes.,0
Cierra picked up the package from the parcel shop and brought it to Tucker's house. Tucker was excited to see it and wanted to come to Cierra's house to see it. Tucker finished school in 20,1
Bobby and Dom arrange a meeting in 20 minutes at Bobby's place to watch the last episode of Maniac together.,0
"Bill had an emergency op in his eye due to a retina displacement. He had 5 tears in his retina, probably caused by the cataract op. Now he's recovering and he can see some fuzzy outline of objects, with distorted colors. He needs to reduce his physical activity and refrain from alcohol.  ",0
"Sidney asks Randall to get him a loofa, make-up brush and a bottle of pink nail polish while he is at the store.",1
"Sarah is organizing a biliards competition and invites Victor to join. The competition is next Monday, there will be something to win but it's a surprise. Victor agrees to participate and suggests inviting Matthew.",1
"Henry requests the salt and Kyle responds by offering something else instead, causing Henry to express frustration.",1
"Diana has added Leo and Yadani to her WhatsApp contacts and expresses her gratitude for their hospitality and delicious breakfasts, especially the cheese and ham. Leo responds by expressing his pleasure in providing for them and assures that",1
"David is informing his friends that his friends are relocating and cannot take their cat with them, and he is suggesting they contact Sarah if they are considering a pet. Sarah explains that the cat has been a family pet for four years, is",1
Rich is arranging with Jo for Molly to play with Emma on Friday. Jo will pick up Emma back at 7.,0
"Layla asks Jacob to look at something, turns out her flowers are dying and she doesn't know how to save them, Jacob suggests trying water and fertilizer.",1
"After graduating, Anne would like to be a teacher. Stephen still doesn't know what he'd like to do. ",0
"Tracy burnt a cake and she's looking for advice how to save it. Nick suggests to peel it with a knife, Dylan thinks grating off is better. Tracy grates the burnt part off.",0
Emma is living in a rural region of Japan and feels like an outcast due to her appearance. She receives unwanted attention from locals and even had two marriage proposals. Danielle consoles Emma and hopes that she will find her place on the island,1
